"No.","Time","Source","Destination","Protocol","Length","Info"
"4537","31.944982","104.44.200.242","192.168.10.162","UDP","115","3480  >  35920 Len=73"
"4540","31.966787","104.44.200.242","192.168.10.162","UDP","1182","3480  >  35920 Len=1140"
"4543","31.980429","104.44.200.242","192.168.10.162","UDP","1181","3480  >  35920 Len=1139"
"4544","31.980430","104.44.200.242","192.168.10.162","UDP","421","3480  >  35920 Len=379"
"4546","31.987193","104.44.200.242","192.168.10.162","UDP","421","3480  >  35920 Len=379"
"4547","31.989176","104.44.200.242","192.168.10.162","UDP","1198","3480  >  35920 Len=1156"
"4548","31.993100","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"4549","31.993101","104.44.200.242","192.168.10.162","UDP","389","3480  >  35920 Len=347"
"4550","31.993101","104.44.200.242","192.168.10.162","UDP","115","3480  >  35920 Len=73"
"4551","31.993101","104.44.200.242","192.168.10.162","UDP","118","3480  >  35920 Len=76"
"4552","31.997412","104.44.200.242","192.168.10.162","UDP","1040","3480  >  35920 Len=998"
"4554","32.008699","104.44.200.242","192.168.10.162","UDP","1039","3480  >  35920 Len=997"
"4555","32.008701","104.44.200.242","192.168.10.162","UDP","425","3480  >  35920 Len=383"
"4556","32.008701","104.44.200.242","192.168.10.162","UDP","117","3480  >  35920 Len=75"
"4557","32.012366","104.44.200.242","192.168.10.162","UDP","425","3480  >  35920 Len=383"
"4559","32.022432","104.44.200.242","192.168.10.162","UDP","1056","3480  >  35920 Len=1014"
"4561","32.027268","104.44.200.242","192.168.10.162","UDP","691","3480  >  35920 Len=649"
"4562","32.027271","104.44.200.242","192.168.10.162","UDP","117","3480  >  35920 Len=75"
"4566","32.071237","104.44.200.242","192.168.10.162","UDP","1205","3480  >  35920 Len=1163"
"4568","32.076899","104.44.200.242","192.168.10.162","UDP","1196","3480  >  35920 Len=1154"
"4569","32.079958","104.44.200.242","192.168.10.162","UDP","119","3480  >  35920 Len=77"
"4570","32.079959","104.44.200.242","192.168.10.162","UDP","118","3480  >  35920 Len=76"
"4571","32.084483","104.44.200.242","192.168.10.162","UDP","431","3480  >  35920 Len=389"
"4572","32.084642","104.44.200.242","192.168.10.162","UDP","430","3480  >  35920 Len=388"
"4574","32.090239","104.44.200.242","192.168.10.162","UDP","1213","3480  >  35920 Len=1171"
"4575","32.090240","104.44.200.242","192.168.10.162","UDP","120","3480  >  35920 Len=78"
"4577","32.099300","104.44.200.242","192.168.10.162","UDP","676","3480  >  35920 Len=634"
"4580","32.122939","104.44.200.242","192.168.10.162","UDP","118","3480  >  35920 Len=76"
"4582","32.129072","104.44.200.242","192.168.10.162","UDP","1030","3480  >  35920 Len=988"
"4583","32.136426","104.44.200.242","192.168.10.162","UDP","1030","3480  >  35920 Len=988"
"4584","32.136428","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"4585","32.138916","104.44.200.242","192.168.10.162","UDP","430","3480  >  35920 Len=388"
"4586","32.140226","104.44.200.242","192.168.10.162","UDP","429","3480  >  35920 Len=387"
"4587","32.144102","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"4592","32.166240","104.44.200.242","192.168.10.162","UDP","1046","3480  >  35920 Len=1004"
"4594","32.177183","104.44.200.242","192.168.10.162","UDP","566","3480  >  35920 Len=524"
"4595","32.177968","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"4598","32.209037","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"4599","32.209038","104.44.200.242","192.168.10.162","UDP","848","3480  >  35920 Len=806"
"4600","32.209039","104.44.200.242","192.168.10.162","UDP","848","3480  >  35920 Len=806"
"4601","32.212395","104.44.200.242","192.168.10.162","UDP","847","3480  >  35920 Len=805"
"4602","32.212838","104.44.200.242","192.168.10.162","UDP","419","3480  >  35920 Len=377"
"4603","32.215230","104.44.200.242","192.168.10.162","UDP","418","3480  >  35920 Len=376"
"4604","32.215231","104.44.200.242","192.168.10.162","UDP","126","3480  >  35920 Len=84"
"4605","32.217315","104.44.200.242","192.168.10.162","UDP","864","3480  >  35920 Len=822"
"4607","32.245569","104.44.200.242","192.168.10.162","UDP","391","3480  >  35920 Len=349"
"4609","32.262428","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"4610","32.262428","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"4612","32.266152","104.44.200.242","192.168.10.162","UDP","712","3480  >  35920 Len=670"
"4613","32.274560","104.44.200.242","192.168.10.162","UDP","712","3480  >  35920 Len=670"
"4614","32.274560","104.44.200.242","192.168.10.162","UDP","516","3480  >  35920 Len=474"
"4615","32.274561","104.44.200.242","192.168.10.162","UDP","728","3480  >  35920 Len=686"
"4616","32.276462","104.44.200.242","192.168.10.162","UDP","115","3480  >  35920 Len=73"
"4617","32.278968","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"4618","32.280754","104.44.200.242","192.168.10.162","UDP","228","3480  >  35920 Len=186"
"4626","32.327536","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"4628","32.336564","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"4629","32.338255","104.44.200.242","192.168.10.162","UDP","806","3480  >  35920 Len=764"
"4630","32.341649","104.44.200.242","192.168.10.162","UDP","805","3480  >  35920 Len=763"
"4631","32.342902","104.44.200.242","192.168.10.162","UDP","361","3480  >  35920 Len=319"
"4632","32.342903","104.44.200.242","192.168.10.162","UDP","360","3480  >  35920 Len=318"
"4633","32.344357","104.44.200.242","192.168.10.162","UDP","822","3480  >  35920 Len=780"
"4634","32.344448","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"4636","32.358115","104.44.200.242","192.168.10.162","UDP","344","3480  >  35920 Len=302"
"4639","32.390524","104.44.200.242","192.168.10.162","UDP","123","3480  >  35920 Len=81"
"4641","32.406289","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"4642","32.408193","104.44.200.242","192.168.10.162","UDP","784","3480  >  35920 Len=742"
"4643","32.410300","104.44.200.242","192.168.10.162","UDP","784","3480  >  35920 Len=742"
"4644","32.412308","104.44.200.242","192.168.10.162","UDP","399","3480  >  35920 Len=357"
"4645","32.413268","104.44.200.242","192.168.10.162","UDP","399","3480  >  35920 Len=357"
"4647","32.415961","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"4648","32.418236","104.44.200.242","192.168.10.162","UDP","800","3480  >  35920 Len=758"
"4649","32.418368","104.44.200.242","192.168.10.162","UDP","323","3480  >  35920 Len=281"
"4650","32.424348","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"4655","32.470849","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"4658","32.490961","104.44.200.242","192.168.10.162","UDP","694","3480  >  35920 Len=652"
"4659","32.490961","104.44.200.242","192.168.10.162","UDP","693","3480  >  35920 Len=651"
"4660","32.501221","104.44.200.242","192.168.10.162","UDP","437","3480  >  35920 Len=395"
"4661","32.501222","104.44.200.242","192.168.10.162","UDP","437","3480  >  35920 Len=395"
"4662","32.501222","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"4663","32.501222","104.44.200.242","192.168.10.162","UDP","710","3480  >  35920 Len=668"
"4664","32.501223","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"4665","32.501223","104.44.200.242","192.168.10.162","UDP","473","3480  >  35920 Len=431"
"4666","32.502060","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"4671","32.551163","104.44.200.242","192.168.10.162","UDP","115","3480  >  35920 Len=73"
"4672","32.553283","104.44.200.242","192.168.10.162","UDP","842","3480  >  35920 Len=800"
"4673","32.555145","104.44.200.242","192.168.10.162","UDP","842","3480  >  35920 Len=800"
"4674","32.558195","104.44.200.242","192.168.10.162","UDP","510","3480  >  35920 Len=468"
"4675","32.558202","104.44.200.242","192.168.10.162","UDP","510","3480  >  35920 Len=468"
"4676","32.562521","104.44.200.242","192.168.10.162","UDP","858","3480  >  35920 Len=816"
"4678","32.572604","104.44.200.242","192.168.10.162","UDP","107","3480  >  35920 Len=65"
"4679","32.572605","104.44.200.242","192.168.10.162","UDP","657","3480  >  35920 Len=615"
"4683","32.611945","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"4685","32.622611","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"4687","32.634785","104.44.200.242","192.168.10.162","UDP","920","3480  >  35920 Len=878"
"4688","32.641632","104.44.200.242","192.168.10.162","UDP","919","3480  >  35920 Len=877"
"4689","32.641637","104.44.200.242","192.168.10.162","UDP","506","3480  >  35920 Len=464"
"4690","32.641638","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"4692","32.648305","104.44.200.242","192.168.10.162","UDP","506","3480  >  35920 Len=464"
"4694","32.661433","104.44.200.242","192.168.10.162","UDP","505","3480  >  35920 Len=463"
"4697","32.677047","104.44.200.242","192.168.10.162","UDP","936","3480  >  35920 Len=894"
"4698","32.677048","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"4699","32.677048","104.44.200.242","192.168.10.162","UDP","899","3480  >  35920 Len=857"
"4700","32.677049","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"4701","32.677050","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"4702","32.677050","104.44.200.242","192.168.10.162","UDP","889","3480  >  35920 Len=847"
"4703","32.678455","104.44.200.242","192.168.10.162","UDP","888","3480  >  35920 Len=846"
"4706","32.695184","104.44.200.242","192.168.10.162","UDP","629","3480  >  35920 Len=587"
"4707","32.695185","104.44.200.242","192.168.10.162","UDP","629","3480  >  35920 Len=587"
"4708","32.701942","104.44.200.242","192.168.10.162","UDP","628","3480  >  35920 Len=586"
"4709","32.701942","104.44.200.242","192.168.10.162","UDP","120","3480  >  35920 Len=78"
"4710","32.701942","104.44.200.242","192.168.10.162","UDP","905","3480  >  35920 Len=863"
"4713","32.718332","104.44.200.242","192.168.10.162","UDP","770","3480  >  35920 Len=728"
"4714","32.718335","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"4716","32.742528","104.44.200.242","192.168.10.162","UDP","673","3480  >  35920 Len=631"
"4718","32.746667","104.44.200.242","192.168.10.162","UDP","673","3480  >  35920 Len=631"
"4719","32.750992","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"4720","32.752329","104.44.200.242","192.168.10.162","UDP","361","3480  >  35920 Len=319"
"4722","32.754893","104.44.200.242","192.168.10.162","UDP","361","3480  >  35920 Len=319"
"4723","32.755046","104.44.200.242","192.168.10.162","UDP","359","3480  >  35920 Len=317"
"4724","32.755046","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"4725","32.758113","104.44.200.242","192.168.10.162","UDP","689","3480  >  35920 Len=647"
"4726","32.763243","104.44.200.242","192.168.10.162","UDP","563","3480  >  35920 Len=521"
"4727","32.763243","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"4732","32.802041","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"4734","32.811362","104.44.200.242","192.168.10.162","STUN","146","Binding Request user: cTe7:D2bo"
"4735","32.820055","104.44.200.242","192.168.10.162","UDP","707","3480  >  35920 Len=665"
"4736","32.820056","104.44.200.242","192.168.10.162","UDP","707","3480  >  35920 Len=665"
"4737","32.820056","104.44.200.242","192.168.10.162","UDP","486","3480  >  35920 Len=444"
"4738","32.820057","104.44.200.242","192.168.10.162","UDP","485","3480  >  35920 Len=443"
"4739","32.822040","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"4740","32.825631","104.44.200.242","192.168.10.162","UDP","723","3480  >  35920 Len=681"
"4742","32.826562","104.44.200.242","192.168.10.162","UDP","303","3480  >  35920 Len=261"
"4743","32.826563","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"4751","32.875032","104.44.200.242","192.168.10.162","UDP","120","3480  >  35920 Len=78"
"4752","32.876594","104.44.200.242","192.168.10.162","UDP","1095","3480  >  35920 Len=1053"
"4753","32.877563","104.44.200.242","192.168.10.162","UDP","367","3480  >  35920 Len=325"
"4754","32.878338","104.44.200.242","192.168.10.162","UDP","367","3480  >  35920 Len=325"
"4755","32.882132","104.44.200.242","192.168.10.162","UDP","1111","3480  >  35920 Len=1069"
"4756","32.882264","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"4757","32.884320","104.44.200.242","192.168.10.162","UDP","205","3480  >  35920 Len=163"
"4758","32.885341","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"4763","32.955156","104.44.200.242","192.168.10.162","UDP","960","3480  >  35920 Len=918"
"4766","32.958020","104.44.200.242","192.168.10.162","UDP","535","3480  >  35920 Len=493"
"4767","32.965159","104.44.200.242","192.168.10.162","UDP","976","3480  >  35920 Len=934"
"4769","32.967827","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"4770","32.967828","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"4771","32.967829","104.44.200.242","192.168.10.162","UDP","119","3480  >  35920 Len=77"
"4772","32.967830","104.44.200.242","192.168.10.162","UDP","168","3480  >  35920 Len=126"
"4773","32.967830","104.44.200.242","192.168.10.162","UDP","119","3480  >  35920 Len=77"
"4777","32.995851","104.44.200.250","192.168.10.162","STUN","195","Allocate Success Response lifetime: 60 MAPPED-ADDRESS: 104.44.200.250:3480 XOR-MAPPED-ADDRESS: 88.201.137.108:35920[Malformed Packet]"
"4779","33.012469","104.44.200.242","192.168.10.162","UDP","659","3480  >  35920 Len=617"
"4780","33.016907","104.44.200.242","192.168.10.162","UDP","659","3480  >  35920 Len=617"
"4781","33.016909","104.44.200.242","192.168.10.162","UDP","372","3480  >  35920 Len=330"
"4782","33.021081","104.44.200.242","192.168.10.162","UDP","675","3480  >  35920 Len=633"
"4783","33.021082","104.44.200.242","192.168.10.162","UDP","127","3480  >  35920 Len=85"
"4784","33.023452","104.44.200.242","192.168.10.162","UDP","118","3480  >  35920 Len=76"
"4785","33.023453","104.44.200.242","192.168.10.162","UDP","161","3480  >  35920 Len=119"
"4786","33.023454","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"4789","33.063232","104.44.200.242","192.168.10.162","UDP","117","3480  >  35920 Len=75"
"4791","33.085902","104.44.200.242","192.168.10.162","UDP","885","3480  >  35920 Len=843"
"4793","33.085909","104.44.200.242","192.168.10.162","UDP","885","3480  >  35920 Len=843"
"4795","33.089509","104.44.200.242","192.168.10.162","UDP","349","3480  >  35920 Len=307"
"4796","33.089511","104.44.200.242","192.168.10.162","UDP","349","3480  >  35920 Len=307"
"4799","33.095560","104.44.200.242","192.168.10.162","UDP","901","3480  >  35920 Len=859"
"4800","33.095562","104.44.200.242","192.168.10.162","UDP","117","3480  >  35920 Len=75"
"4801","33.095797","104.44.200.242","192.168.10.162","UDP","330","3480  >  35920 Len=288"
"4802","33.095798","104.44.200.242","192.168.10.162","UDP","117","3480  >  35920 Len=75"
"4805","33.127284","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"4808","33.149586","104.44.200.242","192.168.10.162","UDP","1191","3480  >  35920 Len=1149"
"4809","33.149589","104.44.200.242","192.168.10.162","UDP","1190","3480  >  35920 Len=1148"
"4810","33.149596","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"4811","33.150524","104.44.200.242","192.168.10.162","UDP","464","3480  >  35920 Len=422"
"4812","33.152624","104.44.200.242","192.168.10.162","UDP","463","3480  >  35920 Len=421"
"4813","33.155238","104.44.200.242","192.168.10.162","UDP","1207","3480  >  35920 Len=1165"
"4814","33.155239","104.44.200.242","192.168.10.162","UDP","115","3480  >  35920 Len=73"
"4815","33.163257","104.44.200.242","192.168.10.162","UDP","392","3480  >  35920 Len=350"
"4821","33.227957","104.44.200.242","192.168.10.162","UDP","119","3480  >  35920 Len=77"
"4822","33.227958","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"4823","33.229363","104.44.200.242","192.168.10.162","UDP","791","3480  >  35920 Len=749"
"4825","33.235267","104.44.200.242","192.168.10.162","UDP","791","3480  >  35920 Len=749"
"4826","33.235268","104.44.200.242","192.168.10.162","UDP","362","3480  >  35920 Len=320"
"4827","33.235271","104.44.200.242","192.168.10.162","UDP","362","3480  >  35920 Len=320"
"4828","33.239179","104.44.200.242","192.168.10.162","UDP","807","3480  >  35920 Len=765"
"4829","33.239179","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"4830","33.239179","104.44.200.242","192.168.10.162","UDP","252","3480  >  35920 Len=210"
"4831","33.239180","104.44.200.242","192.168.10.162","UDP","115","3480  >  35920 Len=73"
"4845","33.418014","104.44.200.242","192.168.10.162","UDP","1167","3480  >  35920 Len=1125"
"4846","33.418781","104.44.200.242","192.168.10.162","UDP","1167","3480  >  35920 Len=1125"
"4847","33.418783","104.44.200.242","192.168.10.162","UDP","117","3480  >  35920 Len=75"
"4848","33.418783","104.44.200.242","192.168.10.162","UDP","412","3480  >  35920 Len=370"
